"Bp" "Int" "Split" "Bp_per_contig" "Per_Site_Mut_Rate" "Per_Site_Recomb_Rate" "Pop_Dynamics_Type" "Error"
"49" 1e+06 10 256 3907 0.06513 0.06513 "constantPop" 3.76597298480434
"50" 1e+06 10 2 5e+05 0.06513 0.06513 "constantPop" 3.76597298480434
"51" 1e+06 10 32 31250 0.06513 0.06513 "constantPop" 3.76597298480434
"52" 1e+06 10 4 250000 0.06513 0.06513 "constantPop" 3.76597298480434
"53" 1e+06 10 512 1954 0.06513 0.06513 "constantPop" 3.76597298480434
"54" 1e+06 10 64 15625 0.06513 0.06513 "constantPop" 3.76597298480434
"55" 1e+06 10 8 125000 0.06513 0.06513 "constantPop" 3.76597298480434
"56" 1e+06 20 1024 977 0.06513 0.06513 "constantPop" 3.76597298480434
"57" 1e+06 20 128 7813 0.06513 0.06513 "constantPop" 3.76597298480434
"58" 1e+06 20 16 62500 0.06513 0.06513 "constantPop" 3.76597298480434
"59" 1e+06 20 1 1e+06 0.06513 0.06513 "constantPop" 3.76597298480434
"60" 1e+06 20 256 3907 0.06513 0.06513 "constantPop" 3.76597298480434
"61" 1e+06 20 2 5e+05 0.06513 0.06513 "constantPop" 3.76597298480434
"62" 1e+06 20 32 31250 0.06513 0.06513 "constantPop" 3.76597298480434
"63" 1e+06 20 4 250000 0.06513 0.06513 "constantPop" 3.76597298480434
"64" 1e+06 20 512 1954 0.06513 0.06513 "constantPop" 3.76597298480434
"65" 1e+06 20 64 15625 0.06513 0.06513 "constantPop" 3.76597298480434
"66" 1e+06 20 8 125000 0.06513 0.06513 "constantPop" 3.76597298480434
"67" 1e+06 30 1024 977 0.06513 0.06513 "constantPop" 3.76597298480434
"68" 1e+06 30 128 7813 0.06513 0.06513 "constantPop" 3.76597298480434
"69" 1e+06 30 16 62500 0.06513 0.06513 "constantPop" 3.76597298480434
"70" 1e+06 30 1 1e+06 0.06513 0.06513 "constantPop" 3.76597298480434
"71" 1e+06 30 256 3907 0.06513 0.06513 "constantPop" 3.76597298480434
"72" 1e+06 30 2 5e+05 0.06513 0.06513 "constantPop" 3.76597298480434
"73" 1e+06 30 32 31250 0.06513 0.06513 "constantPop" 3.76597298480434
"74" 1e+06 30 4 250000 0.06513 0.06513 "constantPop" 3.76597298480434
"75" 1e+06 30 512 1954 0.06513 0.06513 "constantPop" 3.76597298480434
"76" 1e+06 30 64 15625 0.06513 0.06513 "constantPop" 3.76597298480434
"77" 1e+06 30 8 125000 0.06513 0.06513 "constantPop" 3.76597298480434
"78" 1e+06 40 1024 977 0.06513 0.06513 "constantPop" 3.76597298480434
"79" 1e+06 40 128 7813 0.06513 0.06513 "constantPop" 3.76597298480434
"80" 1e+06 40 16 62500 0.06513 0.06513 "constantPop" 3.76597298480434
"81" 1e+06 40 1 1e+06 0.06513 0.06513 "constantPop" 3.76597298480434
"82" 1e+06 40 256 3907 0.06513 0.06513 "constantPop" 3.76597298480434
"83" 1e+06 40 2 5e+05 0.06513 0.06513 "constantPop" 3.76597298480434
"84" 1e+06 40 32 31250 0.06513 0.06513 "constantPop" 3.76597298480434
"85" 1e+06 40 4 250000 0.06513 0.06513 "constantPop" 3.76597298480434
"86" 1e+06 40 512 1954 0.06513 0.06513 "constantPop" 3.76597298480434
"87" 1e+06 40 64 15625 0.06513 0.06513 "constantPop" 3.76597298480434
"88" 1e+06 40 8 125000 0.06513 0.06513 "constantPop" 3.76597298480434
"89" 1e+05 10 1024 98 0.6513 0.6513 "constantPop" 3.76597298480434
"90" 1e+05 10 128 782 0.6513 0.6513 "constantPop" 3.76597298480434
"91" 1e+05 10 16 6250 0.6513 0.6513 "constantPop" 3.76597298480434
"92" 1e+05 10 1 1e+05 0.6513 0.6513 "constantPop" 3.76597298480434
"93" 1e+05 10 256 391 0.6513 0.6513 "constantPop" 3.76597298480434
"94" 1e+05 10 2 50000 0.6513 0.6513 "constantPop" 3.76597298480434
"95" 1e+05 10 32 3125 0.6513 0.6513 "constantPop" 3.76597298480434
"96" 1e+05 10 4 25000 0.6513 0.6513 "constantPop" 3.76597298480434
"97" 1e+05 10 512 196 0.6513 0.6513 "constantPop" 3.76597298480434
"98" 1e+05 10 64 1563 0.6513 0.6513 "constantPop" 3.76597298480434
"99" 1e+05 10 8 12500 0.6513 0.6513 "constantPop" 3.76597298480434
"100" 1e+05 20 1024 98 0.6513 0.6513 "constantPop" 3.76597298480434
"101" 1e+05 20 128 782 0.6513 0.6513 "constantPop" 3.76597298480434
"102" 1e+05 20 16 6250 0.6513 0.6513 "constantPop" 3.76597298480434
"103" 1e+05 20 1 1e+05 0.6513 0.6513 "constantPop" 3.76597298480434
"104" 1e+05 20 256 391 0.6513 0.6513 "constantPop" 3.76597298480434
"105" 1e+05 20 2 50000 0.6513 0.6513 "constantPop" 3.76597298480434
"106" 1e+05 20 32 3125 0.6513 0.6513 "constantPop" 3.76597298480434
"107" 1e+05 20 4 25000 0.6513 0.6513 "constantPop" 3.76597298480434
"108" 1e+05 20 512 196 0.6513 0.6513 "constantPop" 3.76597298480434
"109" 1e+05 20 64 1563 0.6513 0.6513 "constantPop" 3.76597298480434
"110" 1e+05 20 8 12500 0.6513 0.6513 "constantPop" 3.76597298480434
"111" 1e+05 30 1024 98 0.6513 0.6513 "constantPop" 7034641.26265471
"112" 1e+05 30 128 782 0.6513 0.6513 "constantPop" 7034641.26265471
"113" 1e+05 30 16 6250 0.6513 0.6513 "constantPop" 7034641.26265471
"114" 1e+05 30 1 1e+05 0.6513 0.6513 "constantPop" 33888782.7486869
"115" 1e+05 30 256 391 0.6513 0.6513 "constantPop" 7034641.26265471
"116" 1e+05 30 2 50000 0.6513 0.6513 "constantPop" 126204491.3951
"117" 1e+05 30 32 3125 0.6513 0.6513 "constantPop" 7034641.26265471
"118" 1e+05 30 4 25000 0.6513 0.6513 "constantPop" 59075723.8281681
"119" 1e+05 30 512 196 0.6513 0.6513 "constantPop" 7034641.26265471
"120" 1e+05 30 64 1563 0.6513 0.6513 "constantPop" 7034641.26265471
"121" 1e+05 30 8 12500 0.6513 0.6513 "constantPop" 57479107.3253707
"122" 1e+05 40 1024 98 0.6513 0.6513 "constantPop" 3.76597298480434
"123" 1e+05 40 128 782 0.6513 0.6513 "constantPop" 3.76597298480434
"124" 1e+05 40 16 6250 0.6513 0.6513 "constantPop" 3.76597298480434
"125" 1e+05 40 1 1e+05 0.6513 0.6513 "constantPop" 3.76597298480434
"126" 1e+05 40 256 391 0.6513 0.6513 "constantPop" 3.76597298480434
"127" 1e+05 40 2 50000 0.6513 0.6513 "constantPop" 3.76597298480434
"128" 1e+05 40 32 3125 0.6513 0.6513 "constantPop" 3.76597298480434
"129" 1e+05 40 4 25000 0.6513 0.6513 "constantPop" 3.76597298480434
"130" 1e+05 40 512 196 0.6513 0.6513 "constantPop" 3.76597298480434
"131" 1e+05 40 64 1563 0.6513 0.6513 "constantPop" 3.76597298480434
"132" 1e+05 40 8 12500 0.6513 0.6513 "constantPop" 3.76597298480434
"133" 2e+07 10 1024 19532 0.0032565 0.0032565 "constantPop" 3.99197558676543
"134" 2e+07 10 128 156250 0.0032565 0.0032565 "constantPop" 3.9372699928937
"135" 2e+07 10 16 1250000 0.0032565 0.0032565 "constantPop" 3.97363613518002
"136" 2e+07 10 1 2e+07 0.0032565 0.0032565 "constantPop" 3.95922040661148
"137" 2e+07 10 256 78125 0.0032565 0.0032565 "constantPop" 3.93133652826934
"138" 2e+07 10 2 1e+07 0.0032565 0.0032565 "constantPop" 3.96640259467344
"139" 2e+07 10 32 625000 0.0032565 0.0032565 "constantPop" 3.97195838414773
"140" 2e+07 10 4 5e+06 0.0032565 0.0032565 "constantPop" 3.96970435125688
"141" 2e+07 10 512 39063 0.0032565 0.0032565 "constantPop" 3.89470345013357
"142" 2e+07 10 64 312500 0.0032565 0.0032565 "constantPop" 3.96344655670844
"143" 2e+07 10 8 2500000 0.0032565 0.0032565 "constantPop" 3.97168651999009
"144" 2e+07 20 1024 19532 0.0032565 0.0032565 "constantPop" 3.78224949408117
"145" 2e+07 20 128 156250 0.0032565 0.0032565 "constantPop" 3.80805324641468
"146" 2e+07 20 16 1250000 0.0032565 0.0032565 "constantPop" 3.80473821871145
"147" 2e+07 20 1 2e+07 0.0032565 0.0032565 "constantPop" 3.78255852889629
"148" 2e+07 20 256 78125 0.0032565 0.0032565 "constantPop" 3.78631374302078
"149" 2e+07 20 2 1e+07 0.0032565 0.0032565 "constantPop" 3.78475098601155
"150" 2e+07 20 32 625000 0.0032565 0.0032565 "constantPop" 3.83864500909723
"151" 2e+07 20 4 5e+06 0.0032565 0.0032565 "constantPop" 3.79163499344791
"152" 2e+07 20 512 39063 0.0032565 0.0032565 "constantPop" 3.71118978723011
"153" 2e+07 20 64 312500 0.0032565 0.0032565 "constantPop" 3.78880083995709
"154" 2e+07 20 8 2500000 0.0032565 0.0032565 "constantPop" 3.79369460713667
"155" 2e+07 30 1024 19532 0.0032565 0.0032565 "constantPop" 3.45178121683536
"156" 2e+07 30 128 156250 0.0032565 0.0032565 "constantPop" 3.6898912703988
"157" 2e+07 30 16 1250000 0.0032565 0.0032565 "constantPop" 3.63461335989353
"158" 2e+07 30 1 2e+07 0.0032565 0.0032565 "constantPop" 3.62778817382742
"159" 2e+07 30 256 78125 0.0032565 0.0032565 "constantPop" 3.60814030589487
"160" 2e+07 30 2 1e+07 0.0032565 0.0032565 "constantPop" 3.62770105566622
"161" 2e+07 30 32 625000 0.0032565 0.0032565 "constantPop" 3.63937097640029
"162" 2e+07 30 4 5e+06 0.0032565 0.0032565 "constantPop" 3.63079322452693
"163" 2e+07 30 512 39063 0.0032565 0.0032565 "constantPop" 3.67755170590726
"164" 2e+07 30 64 312500 0.0032565 0.0032565 "constantPop" 3.63525553482084
"165" 2e+07 30 8 2500000 0.0032565 0.0032565 "constantPop" 3.63690087052659
"166" 2e+07 40 1024 19532 0.0032565 0.0032565 "constantPop" 3.92322929882603
"167" 2e+07 40 128 156250 0.0032565 0.0032565 "constantPop" 3.67874049065643
"168" 2e+07 40 16 1250000 0.0032565 0.0032565 "constantPop" 3.73248882762568
"169" 2e+07 40 1 2e+07 0.0032565 0.0032565 "constantPop" 3.71487720964075
"170" 2e+07 40 256 78125 0.0032565 0.0032565 "constantPop" 3.76680926303184
"171" 2e+07 40 2 1e+07 0.0032565 0.0032565 "constantPop" 3.71604251964513
"172" 2e+07 40 32 625000 0.0032565 0.0032565 "constantPop" 3.74319100266056
"173" 2e+07 40 4 5e+06 0.0032565 0.0032565 "constantPop" 3.71763168150495
"174" 2e+07 40 512 39063 0.0032565 0.0032565 "constantPop" 3.70841729206954
"175" 2e+07 40 64 312500 0.0032565 0.0032565 "constantPop" 3.68585186534595
"176" 2e+07 40 8 2500000 0.0032565 0.0032565 "constantPop" 3.72217877929713
"177" 5e+06 10 1024 4883 0.013026 0.013026 "constantPop" 3.76597298480434
"178" 5e+06 10 128 39063 0.013026 0.013026 "constantPop" 3.76597298480434
"179" 5e+06 10 16 312500 0.013026 0.013026 "constantPop" 3.76597298480434
"180" 5e+06 10 1 5e+06 0.013026 0.013026 "constantPop" 3.76597298480434
"181" 5e+06 10 256 19532 0.013026 0.013026 "constantPop" 3.76597298480434
"182" 5e+06 10 2 2500000 0.013026 0.013026 "constantPop" 3.76597298480434
"183" 5e+06 10 32 156250 0.013026 0.013026 "constantPop" 3.76597298480434
"184" 5e+06 10 4 1250000 0.013026 0.013026 "constantPop" 3.76597298480434
"185" 5e+06 10 512 9766 0.013026 0.013026 "constantPop" 3.76597298480434
"186" 5e+06 10 64 78125 0.013026 0.013026 "constantPop" 3.76597298480434
"187" 5e+06 10 8 625000 0.013026 0.013026 "constantPop" 3.76597298480434
"188" 5e+06 20 1024 4883 0.013026 0.013026 "constantPop" 3.76597298480434
"189" 5e+06 20 128 39063 0.013026 0.013026 "constantPop" 3.76597298480434
"190" 5e+06 20 16 312500 0.013026 0.013026 "constantPop" 3.76597298480434
"191" 5e+06 20 1 5e+06 0.013026 0.013026 "constantPop" 3.76597298480434
"192" 5e+06 20 256 19532 0.013026 0.013026 "constantPop" 3.76597298480434
"193" 5e+06 20 2 2500000 0.013026 0.013026 "constantPop" 3.76597298480434
"194" 5e+06 20 32 156250 0.013026 0.013026 "constantPop" 3.76597298480434
"195" 5e+06 20 4 1250000 0.013026 0.013026 "constantPop" 3.76597298480434
"196" 5e+06 20 512 9766 0.013026 0.013026 "constantPop" 3.76597298480434
"197" 5e+06 20 64 78125 0.013026 0.013026 "constantPop" 3.76597298480434
"198" 5e+06 20 8 625000 0.013026 0.013026 "constantPop" 3.76597298480434
"199" 5e+06 30 1024 4883 0.013026 0.013026 "constantPop" 3.76597298480434
"200" 5e+06 30 128 39063 0.013026 0.013026 "constantPop" 3.76597298480434
"201" 5e+06 30 16 312500 0.013026 0.013026 "constantPop" 3.76597298480434
"202" 5e+06 30 1 5e+06 0.013026 0.013026 "constantPop" 3.76597298480434
"203" 5e+06 30 256 19532 0.013026 0.013026 "constantPop" 3.76597298480434
"204" 5e+06 30 2 2500000 0.013026 0.013026 "constantPop" 3.76597298480434
"205" 5e+06 30 32 156250 0.013026 0.013026 "constantPop" 3.76597298480434
"206" 5e+06 30 4 1250000 0.013026 0.013026 "constantPop" 3.76597298480434
"207" 5e+06 30 512 9766 0.013026 0.013026 "constantPop" 3.76597298480434
"208" 5e+06 30 64 78125 0.013026 0.013026 "constantPop" 3.76597298480434
"209" 5e+06 30 8 625000 0.013026 0.013026 "constantPop" 3.76597298480434
"210" 5e+06 40 1024 4883 0.013026 0.013026 "constantPop" 3.76597298480434
"211" 5e+06 40 128 39063 0.013026 0.013026 "constantPop" 3.76597298480434
"212" 5e+06 40 16 312500 0.013026 0.013026 "constantPop" 3.76597298480434
"213" 5e+06 40 1 5e+06 0.013026 0.013026 "constantPop" 3.76597298480434
"214" 5e+06 40 256 19532 0.013026 0.013026 "constantPop" 3.76597298480434
"215" 5e+06 40 2 2500000 0.013026 0.013026 "constantPop" 3.76597298480434
"216" 5e+06 40 32 156250 0.013026 0.013026 "constantPop" 3.76597298480434
"217" 5e+06 40 4 1250000 0.013026 0.013026 "constantPop" 3.76597298480434
"218" 5e+06 40 512 9766 0.013026 0.013026 "constantPop" 3.76597298480434
"219" 5e+06 40 64 78125 0.013026 0.013026 "constantPop" 3.76597298480434
"220" 5e+06 40 8 625000 0.013026 0.013026 "constantPop" 3.76597298480434
"221" 5e+05 10 1024 489 0.13026 0.13026 "constantPop" 3.76597298480434
"222" 5e+05 10 128 3907 0.13026 0.13026 "constantPop" 3.76597298480434
"223" 5e+05 10 16 31250 0.13026 0.13026 "constantPop" 3.76597298480434
"224" 5e+05 10 1 5e+05 0.13026 0.13026 "constantPop" 3.76597298480434
"225" 5e+05 10 256 1954 0.13026 0.13026 "constantPop" 3.76597298480434
"226" 5e+05 10 2 250000 0.13026 0.13026 "constantPop" 3.76597298480434
"227" 5e+05 10 32 15625 0.13026 0.13026 "constantPop" 3.76597298480434
"228" 5e+05 10 4 125000 0.13026 0.13026 "constantPop" 3.76597298480434
"229" 5e+05 10 512 977 0.13026 0.13026 "constantPop" 3.76597298480434
"230" 5e+05 10 64 7813 0.13026 0.13026 "constantPop" 3.76597298480434
"231" 5e+05 10 8 62500 0.13026 0.13026 "constantPop" 3.76597298480434
"232" 5e+05 20 1024 489 0.13026 0.13026 "constantPop" 3.76597298480434
"233" 5e+05 20 128 3907 0.13026 0.13026 "constantPop" 3.76597298480434
"234" 5e+05 20 16 31250 0.13026 0.13026 "constantPop" 3.76597298480434
"235" 5e+05 20 1 5e+05 0.13026 0.13026 "constantPop" 3.76597298480434
"236" 5e+05 20 256 1954 0.13026 0.13026 "constantPop" 3.76597298480434
"237" 5e+05 20 2 250000 0.13026 0.13026 "constantPop" 3.76597298480434
"238" 5e+05 20 32 15625 0.13026 0.13026 "constantPop" 3.76597298480434
"239" 5e+05 20 4 125000 0.13026 0.13026 "constantPop" 3.76597298480434
"240" 5e+05 20 512 977 0.13026 0.13026 "constantPop" 3.76597298480434
"241" 5e+05 20 64 7813 0.13026 0.13026 "constantPop" 3.76597298480434
"242" 5e+05 20 8 62500 0.13026 0.13026 "constantPop" 3.76597298480434
"243" 5e+05 30 1024 489 0.13026 0.13026 "constantPop" 3.76597298480434
"244" 5e+05 30 128 3907 0.13026 0.13026 "constantPop" 3.76597298480434
"245" 5e+05 30 16 31250 0.13026 0.13026 "constantPop" 3.76597298480434
"246" 5e+05 30 1 5e+05 0.13026 0.13026 "constantPop" 3.76597298480434
"247" 5e+05 30 256 1954 0.13026 0.13026 "constantPop" 3.76597298480434
"248" 5e+05 30 2 250000 0.13026 0.13026 "constantPop" 3.76597298480434
"249" 5e+05 30 32 15625 0.13026 0.13026 "constantPop" 3.76597298480434
"250" 5e+05 30 4 125000 0.13026 0.13026 "constantPop" 3.76597298480434
"251" 5e+05 30 512 977 0.13026 0.13026 "constantPop" 3.76597298480434
"252" 5e+05 30 64 7813 0.13026 0.13026 "constantPop" 3.76597298480434
"253" 5e+05 30 8 62500 0.13026 0.13026 "constantPop" 3.76597298480434
"254" 5e+05 40 1024 489 0.13026 0.13026 "constantPop" 3.76597298480434
"255" 5e+05 40 128 3907 0.13026 0.13026 "constantPop" 3.76597298480434
"256" 5e+05 40 16 31250 0.13026 0.13026 "constantPop" 3.76597298480434
"257" 5e+05 40 1 5e+05 0.13026 0.13026 "constantPop" 3.76597298480434
"258" 5e+05 40 256 1954 0.13026 0.13026 "constantPop" 3.76597298480434
"259" 5e+05 40 2 250000 0.13026 0.13026 "constantPop" 3.76597298480434
"260" 5e+05 40 32 15625 0.13026 0.13026 "constantPop" 3.76597298480434
"261" 5e+05 40 4 125000 0.13026 0.13026 "constantPop" 3.76597298480434
"262" 5e+05 40 512 977 0.13026 0.13026 "constantPop" 3.76597298480434
"263" 5e+05 40 64 7813 0.13026 0.13026 "constantPop" 3.76597298480434
"264" 5e+05 40 8 62500 0.13026 0.13026 "constantPop" 3.76597298480434
"265" 1e+07 10 1024 9766 0.006513 0.006513 "fauxHuman" 1.55459987767277
"266" 1e+07 10 128 78125 0.006513 0.006513 "fauxHuman" 3.51375398326467
"267" 1e+07 10 16 625000 0.006513 0.006513 "fauxHuman" 2.99473529604637
"268" 1e+07 10 1 1e+07 0.006513 0.006513 "fauxHuman" 3.04134021552404
"269" 1e+07 10 256 39063 0.006513 0.006513 "fauxHuman" 1.86623348551266
"270" 1e+07 10 2 5e+06 0.006513 0.006513 "fauxHuman" 2.97058408050628
"271" 1e+07 10 32 312500 0.006513 0.006513 "fauxHuman" 2.89470153193701
"272" 1e+07 10 4 2500000 0.006513 0.006513 "fauxHuman" 2.92631238981615
"273" 1e+07 10 512 19532 0.006513 0.006513 "fauxHuman" 1.0623388462076
"274" 1e+07 10 64 156250 0.006513 0.006513 "fauxHuman" 3.59699729698307
"275" 1e+07 10 8 1250000 0.006513 0.006513 "fauxHuman" 2.98026858244267
"276" 1e+07 20 1024 9766 0.006513 0.006513 "fauxHuman" 0.60163262124956
"277" 1e+07 20 128 78125 0.006513 0.006513 "fauxHuman" 0.386425895779384
"278" 1e+07 20 16 625000 0.006513 0.006513 "fauxHuman" 0.188421440886764
"279" 1e+07 20 1 1e+07 0.006513 0.006513 "fauxHuman" 0.214915002002631
"280" 1e+07 20 256 39063 0.006513 0.006513 "fauxHuman" 0.344195801566061
"281" 1e+07 20 2 5e+06 0.006513 0.006513 "fauxHuman" 0.213900221623794
"282" 1e+07 20 32 312500 0.006513 0.006513 "fauxHuman" 0.216363720268499
"283" 1e+07 20 4 2500000 0.006513 0.006513 "fauxHuman" 0.188720908359553
"284" 1e+07 20 512 19532 0.006513 0.006513 "fauxHuman" 0.639729123878108
"285" 1e+07 20 64 156250 0.006513 0.006513 "fauxHuman" 0.183783276167928
"286" 1e+07 20 8 1250000 0.006513 0.006513 "fauxHuman" 0.183737025937127
"287" 1e+07 30 1024 9766 0.006513 0.006513 "fauxHuman" 0.724341835212629
"288" 1e+07 30 128 78125 0.006513 0.006513 "fauxHuman" 0.0966546410797426
"289" 1e+07 30 16 625000 0.006513 0.006513 "fauxHuman" 0.128808961277163
"290" 1e+07 30 1 1e+07 0.006513 0.006513 "fauxHuman" 0.0912259919707965
"291" 1e+07 30 256 39063 0.006513 0.006513 "fauxHuman" 0.373373519669007
"292" 1e+07 30 2 5e+06 0.006513 0.006513 "fauxHuman" 0.0863583283587644
"293" 1e+07 30 32 312500 0.006513 0.006513 "fauxHuman" 0.175611493263094
"294" 1e+07 30 4 2500000 0.006513 0.006513 "fauxHuman" 0.207716853528395
"295" 1e+07 30 512 19532 0.006513 0.006513 "fauxHuman" 0.480299802443004
"296" 1e+07 30 64 156250 0.006513 0.006513 "fauxHuman" 0.428974159743422
"297" 1e+07 30 8 1250000 0.006513 0.006513 "fauxHuman" 0.127755158288955
"298" 1e+07 40 1024 9766 0.006513 0.006513 "fauxHuman" 0.159663057236905
"299" 1e+07 40 128 78125 0.006513 0.006513 "fauxHuman" 0.518627443564241
"300" 1e+07 40 16 625000 0.006513 0.006513 "fauxHuman" 0.125973188716634
"301" 1e+07 40 1 1e+07 0.006513 0.006513 "fauxHuman" 0.224748738739618
"302" 1e+07 40 256 39063 0.006513 0.006513 "fauxHuman" 0.941930495180778
"303" 1e+07 40 2 5e+06 0.006513 0.006513 "fauxHuman" 0.216933979478557
"304" 1e+07 40 32 312500 0.006513 0.006513 "fauxHuman" 0.139481448101657
"305" 1e+07 40 4 2500000 0.006513 0.006513 "fauxHuman" 0.179924851612215
"306" 1e+07 40 512 19532 0.006513 0.006513 "fauxHuman" 1.44574712776932
"307" 1e+07 40 64 156250 0.006513 0.006513 "fauxHuman" 0.127133988606176
"308" 1e+07 40 8 1250000 0.006513 0.006513 "fauxHuman" 0.144517016866434
"309" 1e+06 10 1024 977 0.06513 0.06513 "fauxHuman" 0.430519545444537
"310" 1e+06 10 128 7813 0.06513 0.06513 "fauxHuman" 0.430519545444537
"311" 1e+06 10 16 62500 0.06513 0.06513 "fauxHuman" 0.430519545444537
"312" 1e+06 10 1 1e+06 0.06513 0.06513 "fauxHuman" 0.430519545444537
"313" 1e+06 10 256 3907 0.06513 0.06513 "fauxHuman" 0.430519545444537
"314" 1e+06 10 2 5e+05 0.06513 0.06513 "fauxHuman" 0.430519545444537
"315" 1e+06 10 32 31250 0.06513 0.06513 "fauxHuman" 0.430519545444537
"316" 1e+06 10 4 250000 0.06513 0.06513 "fauxHuman" 0.430519545444537
"317" 1e+06 10 512 1954 0.06513 0.06513 "fauxHuman" 0.430519545444537
"318" 1e+06 10 64 15625 0.06513 0.06513 "fauxHuman" 0.430519545444537
"319" 1e+06 10 8 125000 0.06513 0.06513 "fauxHuman" 0.430519545444537
"320" 1e+06 20 1024 977 0.06513 0.06513 "fauxHuman" 0.430519545444537
"321" 1e+06 20 128 7813 0.06513 0.06513 "fauxHuman" 0.430519545444537
"322" 1e+06 20 16 62500 0.06513 0.06513 "fauxHuman" 0.430519545444537
"323" 1e+06 20 1 1e+06 0.06513 0.06513 "fauxHuman" 0.430519545444537
"324" 1e+06 20 256 3907 0.06513 0.06513 "fauxHuman" 0.430519545444537
"325" 1e+06 20 2 5e+05 0.06513 0.06513 "fauxHuman" 0.430519545444537
"326" 1e+06 20 32 31250 0.06513 0.06513 "fauxHuman" 0.430519545444537
"327" 1e+06 20 4 250000 0.06513 0.06513 "fauxHuman" 0.430519545444537
"328" 1e+06 20 512 1954 0.06513 0.06513 "fauxHuman" 0.430519545444537
"329" 1e+06 20 64 15625 0.06513 0.06513 "fauxHuman" 0.430519545444537
